"","ID","prev","RA.mean","log.mean","filtN","ra","prevN","condition"
"ASV_58","ASV_58",1,0.00106965311605486,-2.97075703933174,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_59","ASV_59",0.5,0.00042001616175511,-3.37673399811158,"Retain","Discard","Discard","Both_Fail"
"ASV_60","ASV_60",1,0.00221864517021558,-2.65391214929546,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_61","ASV_61",0.833333333333333,0.00246312388271017,-2.60851374478922,"Retain","Discard","Discard","Both_Fail"
"ASV_62","ASV_62",0.833333333333333,0.00035259253189697,-3.45272689053438,"Retain","Discard","Discard","Both_Fail"
"ASV_63","ASV_63",1,0.000483595810763182,-3.31551746995004,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_64","ASV_64",0.666666666666667,3.85679103331222e-05,-4.41377389121898,"Retain","Discard","Discard","Both_Fail"
"ASV_65","ASV_65",1,0.00648974909302274,-2.18777209358825,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_66","ASV_66",0.166666666666667,3.4177956072782e-05,-4.46625391273447,"Retain","Discard","Discard","Both_Fail"
"ASV_67","ASV_67",0.833333333333333,0.000662943252132634,-3.17852364556271,"Retain","Discard","Discard","Both_Fail"
"ASV_68","ASV_68",0.166666666666667,2.13947676956124e-05,-4.66969242472393,"Retain","Discard","Discard","Both_Fail"
"ASV_69","ASV_69",0.166666666666667,5.55391786182707e-05,-4.25540054741958,"Retain","Discard","Discard","Both_Fail"
"ASV_70","ASV_70",0.5,0.000257670233800784,-3.58893574847557,"Retain","Discard","Discard","Both_Fail"
"ASV_71","ASV_71",0.333333333333333,4.47980582054226e-05,-4.3487408103087,"Retain","Discard","Discard","Both_Fail"
"ASV_72","ASV_72",1,0.000900984086888266,-3.04528287942898,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_73","ASV_73",0.166666666666667,1.15696551085812e-05,-4.93667958717379,"Retain","Discard","Discard","Both_Fail"
"ASV_74","ASV_74",1,0.00162497014107218,-2.78915461480001,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_75","ASV_75",1,0.00432390983678235,-2.36412337063828,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_76","ASV_76",1,0.00390779709460102,-2.40806799433475,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_77","ASV_77",0.833333333333333,0.000465616027781214,-3.33197207849319,"Retain","Discard","Discard","Both_Fail"
"ASV_78","ASV_78",0.666666666666667,0.000244097437712106,-3.61243677934289,"Retain","Discard","Discard","Both_Fail"
"ASV_79","ASV_79",1,0.00341391731560804,-2.46674700161907,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_80","ASV_80",1,0.0044676073001436,-2.3499250080891,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_81","ASV_81",1,0.00121664266019091,-2.91483695956413,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_83","ASV_83",1,0.0054860905517884,-2.26073702833603,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_85","ASV_85",1,0.00410123382008641,-2.38708546995208,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_86","ASV_86",0.5,0.000255619231635903,-3.5924064749301,"Retain","Discard","Discard","Both_Fail"
"ASV_87","ASV_87",0.666666666666667,0.000707606096300056,-3.15020843413135,"Retain","Discard","Discard","Both_Fail"
"ASV_88","ASV_88",1,0.00282371081235446,-2.54917978319732,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_89","ASV_89",0.333333333333333,3.952068075527e-05,-4.40317558317067,"Retain","Discard","Discard","Both_Fail"
"ASV_90","ASV_90",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_91","ASV_91",1,0.00291341731220757,-2.53559730342301,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_92","ASV_92",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_93","ASV_93",0.333333333333333,0.000181222958305779,-3.74178678439696,"Retain","Discard","Discard","Both_Fail"
"ASV_94","ASV_94",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_95","ASV_95",0.666666666666667,0.000245529350265914,-3.60989658542843,"Retain","Discard","Discard","Both_Fail"
"ASV_96","ASV_96",1,0.00500351471375941,-2.30072481875413,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_97","ASV_97",1,0.000410026688733569,-3.3871878740303,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_98","ASV_98",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_100","ASV_100",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_101","ASV_101",0.833333333333333,6.53147585989739e-05,-4.18498867394878,"Retain","Discard","Discard","Both_Fail"
"ASV_102","ASV_102",1,0.000706305863002178,-3.15100718868169,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_103","ASV_103",1,0.000300262892394856,-3.52249833621236,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_104","ASV_104",1,0.000922094867782139,-3.0352243951776,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_105","ASV_105",1,0.00264292973491404,-2.57791438289354,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_106","ASV_106",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_107","ASV_107",0.5,6.34180897342456e-05,-4.1977868438348,"Retain","Discard","Discard","Both_Fail"
"ASV_108","ASV_108",0.833333333333333,0.00090466424040052,-3.04351257615137,"Retain","Discard","Discard","Both_Fail"
"ASV_109","ASV_109",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_110","ASV_110",1,0.00300186328030195,-2.52260909156062,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_111","ASV_111",1,0.00149289168305419,-2.82597170142325,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_112","ASV_112",1,0.00435828054404061,-2.3606848175025,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_113","ASV_113",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_114","ASV_114",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_116","ASV_116",1,0.00264104395141705,-2.57822437134171,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_118","ASV_118",0.5,0.000157847513759039,-3.80176225424838,"Retain","Discard","Discard","Both_Fail"
"ASV_119","ASV_119",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_120","ASV_120",1,0.00318044405289027,-2.49751223968334,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_121","ASV_121",1,0.00221314146491821,-2.65499082490249,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_122","ASV_122",0.166666666666667,2.13612225454887e-06,-5.6703738953904,"Retain","Discard","Discard","Both_Fail"
"ASV_123","ASV_123",1,0.0033145036032983,-2.47958150451137,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_124","ASV_124",1,0.000675147574174905,-3.17060128843589,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_125","ASV_125",1,0.002542724519087,-2.5947006891051,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_126","ASV_126",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_127","ASV_127",1,0.00156831121385357,-2.80456775220766,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_130","ASV_130",0.333333333333333,2.96893852751832e-05,-4.52739879446727,"Retain","Discard","Discard","Both_Fail"
"ASV_131","ASV_131",1,0.00370185073691771,-2.4315810965069,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_132","ASV_132",1,0.00419524960023128,-2.37724219531719,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_133","ASV_133",1,0.00184654294794749,-2.73364058682714,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_134","ASV_134",1,0.00219047203587632,-2.65946228676434,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_135","ASV_135",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_136","ASV_136",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_137","ASV_137",1,0.00328337486271751,-2.48367953106419,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_138","ASV_138",0.833333333333333,0.00096126332054525,-3.01715762898587,"Retain","Discard","Discard","Both_Fail"
"ASV_139","ASV_139",1,0.00198752546468562,-2.70168729834364,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_140","ASV_140",0.166666666666667,2.88723354165834e-05,-4.53951808562003,"Retain","Discard","Discard","Both_Fail"
"ASV_141","ASV_141",0.166666666666667,3.25375042585851e-05,-4.48761576204122,"Retain","Discard","Discard","Both_Fail"
"ASV_142","ASV_142",0.333333333333333,7.43564523029126e-05,-4.12868133947604,"Retain","Discard","Discard","Both_Fail"
"ASV_143","ASV_143",0.833333333333333,0.00148165396944654,-2.82925321113869,"Retain","Discard","Discard","Both_Fail"
"ASV_144","ASV_144",0.333333333333333,9.15334004684464e-05,-4.0384204032858,"Retain","Discard","Discard","Both_Fail"
"ASV_145","ASV_145",0.5,0.000118774945143947,-3.92527516148705,"Retain","Discard","Discard","Both_Fail"
"ASV_148","ASV_148",0.166666666666667,7.47642789092105e-05,-4.12630585104012,"Retain","Discard","Discard","Both_Fail"
"ASV_150","ASV_150",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_152","ASV_152",1,0.0011990207800339,-2.92117329014898,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_153","ASV_153",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_154","ASV_154",1,0.00299925751349931,-2.52298624451372,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_155","ASV_155",1,0.00114867665098712,-2.93980220669491,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_157","ASV_157",1,0.000762487323612404,-3.11776737208734,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_158","ASV_158",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_159","ASV_159",0.666666666666667,0.000867873056748075,-3.06154379416176,"Retain","Discard","Discard","Both_Fail"
"ASV_160","ASV_160",0.166666666666667,5.93330960009493e-05,-4.22670298958522,"Retain","Discard","Discard","Both_Fail"
"ASV_161","ASV_161",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_163","ASV_163",1,0.00231809331626386,-2.6348690852306,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_164","ASV_164",0.666666666666667,0.00143858677776113,-2.84206393567416,"Retain","Discard","Discard","Both_Fail"
"ASV_165","ASV_165",1,0.00290826753379163,-2.53636564488826,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_166","ASV_166",0.166666666666667,4.66399264421732e-05,-4.33124214319294,"Retain","Discard","Discard","Both_Fail"
"ASV_167","ASV_167",1,0.000427333811739569,-3.36923274333779,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_168","ASV_168",0.833333333333333,0.000581775189632251,-3.23524480360384,"Retain","Discard","Discard","Both_Fail"
"ASV_169","ASV_169",1,0.000658440300822582,-3.1814835953395,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_170","ASV_170",1,0.00162620759864277,-2.78882401397565,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_171","ASV_171",0.5,4.80347979608737e-05,-4.31844403164416,"Retain","Discard","Discard","Both_Fail"
"ASV_172","ASV_172",0.833333333333333,0.000586913859316331,-3.23142563498542,"Retain","Discard","Discard","Both_Fail"
"ASV_173","ASV_173",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_174","ASV_174",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_175","ASV_175",0.166666666666667,1.7088978036391e-05,-4.76728390839846,"Retain","Discard","Discard","Both_Fail"
"ASV_176","ASV_176",0.333333333333333,0.000109319559125535,-3.96130212844053,"Retain","Discard","Discard","Both_Fail"
"ASV_177","ASV_177",0.5,0.000265945603169936,-3.57520718539536,"Retain","Discard","Discard","Both_Fail"
"ASV_178","ASV_178",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_179","ASV_179",0.666666666666667,0.000234161480417203,-3.63048454486624,"Retain","Discard","Discard","Both_Fail"
"ASV_181","ASV_181",0.166666666666667,9.5698541937015e-06,-5.01909467908348,"Retain","Discard","Discard","Both_Fail"
"ASV_182","ASV_182",1,0.00282805070355865,-2.54851280842594,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_183","ASV_183",1,0.00193675148003628,-2.71292610347982,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_184","ASV_184",1,0.000966002493219534,-3.01502175268379,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_185","ASV_185",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_188","ASV_188",1,0.000901092032356327,-3.04523085041569,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_189","ASV_189",0.166666666666667,0.000174171346325367,-3.7590232910984,"Retain","Discard","Discard","Both_Fail"
"ASV_190","ASV_190",1,0.000385340485600057,-3.41415535966332,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_191","ASV_191",0.166666666666667,4.8744097725558e-05,-4.31207796417893,"Retain","Discard","Discard","Both_Fail"
"ASV_192","ASV_192",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_193","ASV_193",0.666666666666667,0.00101831440090186,-2.99211811443924,"Retain","Discard","Discard","Both_Fail"
"ASV_194","ASV_194",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_195","ASV_195",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_196","ASV_196",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_198","ASV_198",1,0.000860424707381432,-3.06528712719513,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_200","ASV_200",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_201","ASV_201",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_202","ASV_202",0.5,0.000464786207030553,-3.33274676852522,"Retain","Discard","Discard","Both_Fail"
"ASV_203","ASV_203",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_205","ASV_205",1,0.000559031659924121,-3.25256359579696,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_206","ASV_206",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_208","ASV_208",0.666666666666667,0.00166125504333448,-2.77956368759082,"Retain","Discard","Discard","Both_Fail"
"ASV_209","ASV_209",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_210","ASV_210",0.666666666666667,0.000302738202116513,-3.51893277256322,"Retain","Discard","Discard","Both_Fail"
"ASV_212","ASV_212",1,0.00127097251018149,-2.89586384268407,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_213","ASV_213",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_214","ASV_214",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_215","ASV_215",0.333333333333333,2.40944739438284e-05,-4.61808255123812,"Retain","Discard","Discard","Both_Fail"
"ASV_218","ASV_218",0.166666666666667,1.9139708387403e-05,-4.71806468341949,"Retain","Discard","Discard","Both_Fail"
"ASV_220","ASV_220",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_221","ASV_221",1,0.00117464898177611,-2.93009189343725,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_222","ASV_222",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_223","ASV_223",0.166666666666667,1.15696551085812e-05,-4.93667958717379,"Retain","Discard","Discard","Both_Fail"
"ASV_224","ASV_224",1,0.00159852201212144,-2.7962813789875,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_225","ASV_225",1,0.000872352094667607,-3.05930819177829,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_227","ASV_227",0.833333333333333,0.000542065928443932,-3.26594788944292,"Retain","Discard","Discard","Both_Fail"
"ASV_228","ASV_228",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_230","ASV_230",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_232","ASV_232",0.666666666666667,0.00204811706185845,-2.68864522451932,"Retain","Discard","Discard","Both_Fail"
"ASV_233","ASV_233",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_234","ASV_234",0.833333333333333,0.000707522657425098,-3.15025964790666,"Retain","Discard","Discard","Both_Fail"
"ASV_235","ASV_235",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_237","ASV_237",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_238","ASV_238",1,0.00069580144799855,-3.15751467179837,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_239","ASV_239",0.833333333333333,0.000836605399064422,-3.07747933701056,"Retain","Discard","Discard","Both_Fail"
"ASV_240","ASV_240",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_241","ASV_241",0.166666666666667,6.55613789486269e-05,-4.18335192051518,"Retain","Discard","Discard","Both_Fail"
"ASV_242","ASV_242",1,0.00236541490807112,-2.62609267036742,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_244","ASV_244",0.333333333333333,8.80737457354948e-05,-4.05515353292142,"Retain","Discard","Discard","Both_Fail"
"ASV_245","ASV_245",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_247","ASV_247",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_250","ASV_250",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_251","ASV_251",0.166666666666667,6.35792579029018e-05,-4.19668454547686,"Retain","Discard","Discard","Both_Fail"
"ASV_252","ASV_252",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_254","ASV_254",1,0.00121883230768293,-2.91405604241913,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_255","ASV_255",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_256","ASV_256",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_258","ASV_258",0.166666666666667,9.9842249246191e-06,-5.00068564376536,"Retain","Discard","Discard","Both_Fail"
"ASV_259","ASV_259",0.333333333333333,1.82325017431774e-05,-4.73915373624283,"Retain","Discard","Discard","Both_Fail"
"ASV_260","ASV_260",1,0.00103391579505009,-2.98551482994055,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_262","ASV_262",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_263","ASV_263",0.666666666666667,0.000573344307483118,-3.24158449507883,"Retain","Discard","Discard","Both_Fail"
"ASV_267","ASV_267",0.666666666666667,0.000227314052218219,-3.64337371600317,"Retain","Discard","Discard","Both_Fail"
"ASV_268","ASV_268",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_269","ASV_269",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_270","ASV_270",0.166666666666667,1.55466421473911e-05,-4.80836339791261,"Retain","Discard","Discard","Both_Fail"
"ASV_272","ASV_272",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_276","ASV_276",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_277","ASV_277",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_278","ASV_278",0.5,0.000243243006723129,-3.61395963691866,"Retain","Discard","Discard","Both_Fail"
"ASV_279","ASV_279",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_280","ASV_280",0.666666666666667,0.00073294199530395,-3.13493039386665,"Retain","Discard","Discard","Both_Fail"
"ASV_281","ASV_281",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_282","ASV_282",1,0.000848091779704189,-3.07155714625481,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_283","ASV_283",1,0.00071409974722556,-3.14624112065519,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_285","ASV_285",0.166666666666667,5.12669341091729e-05,-4.29016265367879,"Retain","Discard","Discard","Both_Fail"
"ASV_286","ASV_286",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_287","ASV_287",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_290","ASV_290",0.666666666666667,0.000110404482540973,-3.95701329342485,"Retain","Discard","Discard","Both_Fail"
"ASV_291","ASV_291",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_293","ASV_293",0.5,0.000110823588597318,-3.95536779098554,"Retain","Discard","Discard","Both_Fail"
"ASV_296","ASV_296",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_298","ASV_298",0.666666666666667,0.000453459016438995,-3.34346195830334,"Retain","Discard","Discard","Both_Fail"
"ASV_299","ASV_299",0.833333333333333,0.000744989388245087,-3.12784991337174,"Retain","Discard","Discard","Both_Fail"
"ASV_301","ASV_301",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_302","ASV_302",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_303","ASV_303",0.166666666666667,0.000169731823718525,-3.77023672238708,"Retain","Discard","Discard","Both_Fail"
"ASV_304","ASV_304",0.333333333333333,0.000153185202432061,-3.81478318517658,"Retain","Discard","Discard","Both_Fail"
"ASV_306","ASV_306",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_307","ASV_307",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
