"","ID","prev","RA.mean","log.mean","filtN","ra","prevN","condition"
"ASV_62","ASV_62",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_63","ASV_63",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_64","ASV_64",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_65","ASV_65",0.833333333333333,0.000545851631618453,-3.26292538719589,"Retain","Discard","Discard","Both_Fail"
"ASV_66","ASV_66",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_67","ASV_67",1,0.00268939254553717,-2.57034580323658,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_68","ASV_68",0.833333333333333,0.000995219917841241,-3.00208094081043,"Retain","Discard","Discard","Both_Fail"
"ASV_69","ASV_69",1,0.0181922847683047,-1.74011275448487,"Retain","Retain","Retain","Both_Pass"
"ASV_70","ASV_70",0.333333333333333,0.000108907999249125,-3.96294022031614,"Retain","Discard","Discard","Both_Fail"
"ASV_71","ASV_71",0.666666666666667,0.000365458830752362,-3.43716153959288,"Retain","Discard","Discard","Both_Fail"
"ASV_72","ASV_72",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_73","ASV_73",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_74","ASV_74",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_75","ASV_75",0.5,0.000617508092753967,-3.2093573463835,"Retain","Discard","Discard","Both_Fail"
"ASV_76","ASV_76",0.5,6.16465978525238e-05,-4.21009088621579,"Retain","Discard","Discard","Both_Fail"
"ASV_77","ASV_77",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_78","ASV_78",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_79","ASV_79",1,0.00111383366301191,-2.95317966071507,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_80","ASV_80",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_81","ASV_81",1,0.000530735267733717,-3.27512205223639,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_83","ASV_83",0.5,0.000330468023877468,-3.48087055652752,"Retain","Discard","Discard","Both_Fail"
"ASV_85","ASV_85",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_86","ASV_86",1,0.00398132590461089,-2.39997227034835,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_87","ASV_87",1,0.00784113429231265,-2.10562110807325,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_88","ASV_88",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_89","ASV_89",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_90","ASV_90",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_91","ASV_91",1,0.00429494918352705,-2.36704197023655,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_92","ASV_92",1,0.0175907801824726,-1.75471489838058,"Retain","Retain","Retain","Both_Pass"
"ASV_93","ASV_93",1,0.0165412701930254,-1.78143114432148,"Retain","Retain","Retain","Both_Pass"
"ASV_94","ASV_94",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_95","ASV_95",1,0.00227763760184239,-2.64251537597268,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_96","ASV_96",0.166666666666667,2.22453149777706e-05,-4.65276144057275,"Retain","Discard","Discard","Both_Fail"
"ASV_97","ASV_97",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_98","ASV_98",1,0.00303918910470614,-2.51724227636782,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_100","ASV_100",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_101","ASV_101",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_102","ASV_102",0.333333333333333,4.00757640195537e-05,-4.3971181893403,"Retain","Discard","Discard","Both_Fail"
"ASV_103","ASV_103",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_104","ASV_104",0.5,0.000284241528578907,-3.54631246998679,"Retain","Discard","Discard","Both_Fail"
"ASV_105","ASV_105",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_106","ASV_106",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_107","ASV_107",1,0.00412834497475657,-2.38422401913925,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_108","ASV_108",0.5,0.00154968655231949,-2.80975613561301,"Retain","Discard","Discard","Both_Fail"
"ASV_109","ASV_109",0.5,0.000113315223517845,-3.94571174021904,"Retain","Discard","Discard","Both_Fail"
"ASV_110","ASV_110",0.666666666666667,0.000160221083807368,-3.79528033482666,"Retain","Discard","Discard","Both_Fail"
"ASV_111","ASV_111",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_112","ASV_112",1,0.000516411906444365,-3.28700375315334,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_113","ASV_113",1,0.00140136814124538,-2.85344775999687,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_114","ASV_114",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_116","ASV_116",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_118","ASV_118",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_119","ASV_119",0.333333333333333,7.66994041364273e-05,-4.11520800999192,"Retain","Discard","Discard","Both_Fail"
"ASV_120","ASV_120",1,0.00291334971502524,-2.53560738005149,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_121","ASV_121",0.5,0.00012656834963689,-3.89767488275905,"Retain","Discard","Discard","Both_Fail"
"ASV_122","ASV_122",1,0.00550411667466402,-2.25931236862689,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_123","ASV_123",0.5,0.000553790914453622,-3.25665417360855,"Retain","Discard","Discard","Both_Fail"
"ASV_124","ASV_124",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_125","ASV_125",1,0.00091057688274537,-3.04068337953141,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_126","ASV_126",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_127","ASV_127",0.666666666666667,0.00266742829657267,-2.57390724606333,"Retain","Discard","Discard","Both_Fail"
"ASV_130","ASV_130",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_131","ASV_131",0.166666666666667,2.70198704127015e-05,-4.56831673818533,"Retain","Discard","Discard","Both_Fail"
"ASV_132","ASV_132",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_133","ASV_133",0.666666666666667,0.000583059678269454,-3.23428699135304,"Retain","Discard","Discard","Both_Fail"
"ASV_134","ASV_134",1,0.00449649185451672,-2.34712618898279,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_135","ASV_135",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_136","ASV_136",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_137","ASV_137",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_138","ASV_138",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_139","ASV_139",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_140","ASV_140",1,0.0112991416319418,-1.94695454754937,"Retain","Retain","Retain","Both_Pass"
"ASV_141","ASV_141",0.166666666666667,0.000159417235434939,-3.79746472654318,"Retain","Discard","Discard","Both_Fail"
"ASV_142","ASV_142",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_143","ASV_143",0.166666666666667,4.86357667428627e-05,-4.31304423308202,"Retain","Discard","Discard","Both_Fail"
"ASV_144","ASV_144",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_145","ASV_145",1,0.0013935191443243,-2.85588706052277,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_148","ASV_148",1,0.0056543825295723,-2.24761481401722,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_150","ASV_150",0.166666666666667,5.39199827456055e-05,-4.26825025544695,"Retain","Discard","Discard","Both_Fail"
"ASV_152","ASV_152",0.166666666666667,0.000223611942725774,-3.65050500525165,"Retain","Discard","Discard","Both_Fail"
"ASV_153","ASV_153",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_154","ASV_154",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_155","ASV_155",0.166666666666667,4.76685320952227e-06,-5.32176822153132,"Retain","Discard","Discard","Both_Fail"
"ASV_157","ASV_157",0.5,0.000506119213689364,-3.29574717535496,"Retain","Discard","Discard","Both_Fail"
"ASV_158","ASV_158",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_159","ASV_159",1,0.00361536219473961,-2.44184818763716,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_160","ASV_160",0.666666666666667,0.000764358819013644,-3.11670271925819,"Retain","Discard","Discard","Both_Fail"
"ASV_161","ASV_161",0.666666666666667,0.00015901074383715,-3.79857353082702,"Retain","Discard","Discard","Both_Fail"
"ASV_163","ASV_163",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_164","ASV_164",1,0.00278969077257957,-2.55444393407593,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_165","ASV_165",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_166","ASV_166",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_167","ASV_167",0.166666666666667,3.78278185777821e-05,-4.42218870250709,"Retain","Discard","Discard","Both_Fail"
"ASV_168","ASV_168",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_169","ASV_169",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_170","ASV_170",1,0.0014216330541774,-2.84721248736936,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_171","ASV_171",0.166666666666667,6.0643864573587e-05,-4.21721313076807,"Retain","Discard","Discard","Both_Fail"
"ASV_172","ASV_172",0.333333333333333,0.000562982553673204,-3.24950506333845,"Retain","Discard","Discard","Both_Fail"
"ASV_173","ASV_173",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_174","ASV_174",0.833333333333333,0.00474030237428029,-2.3241939546776,"Retain","Discard","Discard","Both_Fail"
"ASV_175","ASV_175",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_176","ASV_176",0.166666666666667,6.79860652009809e-05,-4.16758009356559,"Retain","Discard","Discard","Both_Fail"
"ASV_177","ASV_177",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_178","ASV_178",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_179","ASV_179",0.5,0.000195609156515378,-3.70861081963519,"Retain","Discard","Discard","Both_Fail"
"ASV_181","ASV_181",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_182","ASV_182",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_183","ASV_183",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_184","ASV_184",1,0.00151867300525682,-2.81853572666402,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_185","ASV_185",0.833333333333333,0.00293008584247568,-2.53311965597101,"Retain","Discard","Discard","Both_Fail"
"ASV_188","ASV_188",0.166666666666667,0.000319161342196198,-3.49598971721978,"Retain","Discard","Discard","Both_Fail"
"ASV_189","ASV_189",0.5,7.77715840724741e-05,-4.10917905512835,"Retain","Discard","Discard","Both_Fail"
"ASV_190","ASV_190",0.5,0.000801963365673524,-3.0958454701812,"Retain","Discard","Discard","Both_Fail"
"ASV_191","ASV_191",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_192","ASV_192",0.833333333333333,0.00119007507821833,-2.92442563942478,"Retain","Discard","Discard","Both_Fail"
"ASV_193","ASV_193",0.5,0.000345864025030655,-3.46109460868004,"Retain","Discard","Discard","Both_Fail"
"ASV_194","ASV_194",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_195","ASV_195",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_196","ASV_196",0.833333333333333,0.00669609334010875,-2.17417850113014,"Retain","Discard","Discard","Both_Fail"
"ASV_198","ASV_198",0.5,4.72743184389286e-05,-4.32537472372768,"Retain","Discard","Discard","Both_Fail"
"ASV_200","ASV_200",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_201","ASV_201",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_202","ASV_202",0.166666666666667,3.17658338242599e-05,-4.49803974034376,"Retain","Discard","Discard","Both_Fail"
"ASV_203","ASV_203",0.5,0.000622959037157719,-3.20554050955471,"Retain","Discard","Discard","Both_Fail"
"ASV_205","ASV_205",0.5,0.000663083833641124,-3.17843156030401,"Retain","Discard","Discard","Both_Fail"
"ASV_206","ASV_206",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_208","ASV_208",0.166666666666667,3.51258315365119e-05,-4.45437338587849,"Retain","Discard","Discard","Both_Fail"
"ASV_209","ASV_209",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_210","ASV_210",0.333333333333333,0.000161395347519414,-3.79210898867075,"Retain","Discard","Discard","Both_Fail"
"ASV_212","ASV_212",0.833333333333333,0.00101745122835044,-2.99248639956312,"Retain","Discard","Discard","Both_Fail"
"ASV_213","ASV_213",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_214","ASV_214",0.333333333333333,6.53552764654127e-05,-4.18471934385534,"Retain","Discard","Discard","Both_Fail"
"ASV_215","ASV_215",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_218","ASV_218",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_220","ASV_220",0.333333333333333,9.47117917286015e-05,-4.02359594746072,"Retain","Discard","Discard","Both_Fail"
"ASV_221","ASV_221",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_222","ASV_222",0.5,0.000520444727044102,-3.28362538721856,"Retain","Discard","Discard","Both_Fail"
"ASV_223","ASV_223",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_224","ASV_224",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_225","ASV_225",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_227","ASV_227",0.833333333333333,0.00088844823020567,-3.05136787341979,"Retain","Discard","Discard","Both_Fail"
"ASV_228","ASV_228",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_230","ASV_230",0.166666666666667,1.43005596285668e-05,-4.84464696681166,"Retain","Discard","Discard","Both_Fail"
"ASV_232","ASV_232",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_233","ASV_233",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_234","ASV_234",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_235","ASV_235",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_237","ASV_237",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_238","ASV_238",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_239","ASV_239",0.666666666666667,0.000388793434079647,-3.41028107802317,"Retain","Discard","Discard","Both_Fail"
"ASV_240","ASV_240",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_241","ASV_241",0.333333333333333,9.47499771974616e-05,-4.02342088587723,"Retain","Discard","Discard","Both_Fail"
"ASV_242","ASV_242",0.333333333333333,7.06430485077987e-05,-4.15093056761922,"Retain","Discard","Discard","Both_Fail"
"ASV_244","ASV_244",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_245","ASV_245",1,0.00203474291899093,-2.69149045421101,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_247","ASV_247",1,0.00437415127974816,-2.35910620099117,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_250","ASV_250",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_251","ASV_251",0.5,0.00140862300401321,-2.85120522348705,"Retain","Discard","Discard","Both_Fail"
"ASV_252","ASV_252",0.5,0.00027376061831896,-3.56262902689923,"Retain","Discard","Discard","Both_Fail"
"ASV_254","ASV_254",0.166666666666667,9.53370641904453e-06,-5.02073822586734,"Retain","Discard","Discard","Both_Fail"
"ASV_255","ASV_255",0.333333333333333,0.000176265689889822,-3.75383221487957,"Retain","Discard","Discard","Both_Fail"
"ASV_256","ASV_256",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_258","ASV_258",1,0.00369878571749975,-2.43194082802579,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_259","ASV_259",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_260","ASV_260",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_262","ASV_262",0.333333333333333,0.00011153796602726,-3.95257727943556,"Retain","Discard","Discard","Both_Fail"
"ASV_263","ASV_263",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_267","ASV_267",1,0.00155963767174563,-2.8069762833368,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_268","ASV_268",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_269","ASV_269",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_270","ASV_270",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_272","ASV_272",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_276","ASV_276",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_277","ASV_277",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_278","ASV_278",1,0.00318053288478245,-2.4975001097225,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_279","ASV_279",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_280","ASV_280",0.5,5.72577590403911e-05,-4.24216565344047,"Retain","Discard","Discard","Both_Fail"
"ASV_281","ASV_281",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_282","ASV_282",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_283","ASV_283",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_285","ASV_285",0.5,0.00106269173517747,-2.97359269702617,"Retain","Discard","Discard","Both_Fail"
"ASV_286","ASV_286",0.166666666666667,3.51126191057001e-05,-4.45453677461527,"Retain","Discard","Discard","Both_Fail"
"ASV_287","ASV_287",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_290","ASV_290",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_291","ASV_291",1,0.00414735472673303,-2.38222881747556,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_293","ASV_293",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_296","ASV_296",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_298","ASV_298",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_299","ASV_299",0.5,0.000125891318506867,-3.90000421790295,"Retain","Discard","Discard","Both_Fail"
"ASV_301","ASV_301",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_302","ASV_302",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_303","ASV_303",1,0.000884383047612612,-3.05335959083197,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_304","ASV_304",1,0.00123036975048252,-2.90996435485085,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_306","ASV_306",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_307","ASV_307",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_308","ASV_308",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_309","ASV_309",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_310","ASV_310",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_312","ASV_312",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_313","ASV_313",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_314","ASV_314",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_315","ASV_315",0.666666666666667,0.00301247016704042,-2.52107724528143,"Retain","Discard","Discard","Both_Fail"
"ASV_316","ASV_316",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_317","ASV_317",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_318","ASV_318",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_320","ASV_320",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_324","ASV_324",0.166666666666667,5.86086768973973e-05,-4.2320380827925,"Retain","Discard","Discard","Both_Fail"
"ASV_325","ASV_325",1,0.0018378085975093,-2.73569972111857,"Retain","Discard","Retain","Only_prevN_pass"
"ASV_327","ASV_327",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_328","ASV_328",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_331","ASV_331",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_332","ASV_332",0.333333333333333,3.62523311098455e-05,-4.44066406204216,"Retain","Discard","Discard","Both_Fail"
"ASV_336","ASV_336",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
"ASV_337","ASV_337",0,0,-Inf,"Retain","Discard","Discard","Both_Fail"
